date,time,location,operator,flight,route,aircraft,registration,cnln,aboard,fatalities,ground,summary
19810827,1545,"Mt.Elena,Colombia",AeropescaColombia,,Florence-Neiva,VickersViscount745d,Hk-1320,112,50,50,0,Crashed in the jungle on a mountain peak. Flying VFR in meteorological conditions below minima.
19810829,2030,"Zeya,Russia",Aeroflot,674,Chita-Zeya,YakovlevYak-40,Cccp-87346,9511539,34,3,0,"Flew into trees short and to the right of the runway, crashed and caught fire. Crew descended below minimums without visual contact with the ground."
19810902,,"Paipa,Colombia",AereoElVenado,,Paipa-Cartagena,Embraer110p1Bandeirante,Hk-2651,110206,22,21,0,The aircraft was unable to gain altitude upon taking off. After turning left the plane struck a hill. Overloaded.
19810918,713,"Zeleznogorsk,Russian",Aeroflot/military-Russian,V-652,Irkutsk-Zeleznogorsk,YakovlevYak-40/MilMi-8,Cccp-87455,9431236,40,40,0,Midair collision with a military Mi-8 helicopter
19810921,,"NellisAfb,Nevada",Military-U.s.AirForce,Usaf672,"FortLewis,Wa-IndianSprings,Nv",LockheedC-130hHercules,74-1672,4623,70,7,0,Crashed short of the runway. The plane was carrying infantry troops.
19810922,1200,"NearBabaeski,Turkey",Military-TurkishAirForce,,,NorthropF-5a,,,0,0,40,The fighter crashed into a village after the pilot ejected from the plane.
19810929,1900,"Tehran,Iran",Military-IranianAirForce,Iiaf552,Ahwaz-Tehran,LockheedC-130h,5-158-8552,4594,80,60,20,Crashed into Tir Square while on approach to land. Killed were Iran's Defense Minister and other military officals.
19811001,1500,"Casper,Wyoming",SkyTrainAir,,"Casper,Wy-Mcallen,Tx",Learjet24,N44cj,24-146,3,3,0,"A loss of control, possibly initiated by an unexpected encounter with moderate to severe clear air turbulence, which caused the aircraft to depart the narrow flight envelope boundaries in which it was operating and from which recovery was not effected."
19811006,1712,"Moerdijk,Netherlands",Nlm,Hn431,Rotterdam-Eindhoven-Hamburgh,FokkerF-28Fellowship4000,Ph-chi,11141,17,17,0,The aircraft entered an area of severe turbulence and a tornado which resulted in the separation of the right wing and in-flight break up.
19811015,,"Kufstein,Austria",OefagFlugdienst,,Salzbourg-olbia,Cessna404Titan,Oe-fct,404-0680,9,9,0,Crashed into a mountain.
19811026,1824,"St.Thomas,U.s.VirginIslands",AerolineasArgo,,SaintCroix-SaintThomas,LockheedL-749aConstellation,Hi-328,2607,5,5,0,After executing a turn to avoid traffic the cargo plane struck the ocean. Pilot misjudged the altitude and clearance.
19811031,,"Bafoussam,Cameroon",CameroonAirlines,,,DeHavillandCanadaDhc-6TwinOtter300,Tj-cbc,416,24,1,0,"The aircraft took off, lost altitude, settled back on the runway and overshot the runway. The aircraft was overloaded. Other factors were the pilot misjudged the distance and speed during the takeoff and lack of proper pre-flight planning."
19811108,,"SierraDeGuerro,Mexico",Aeromexico,,Acapulco-Guadalajara,McdonnellDouglasDc-9-32,Xa-deo,47622/753,18,18,0,The flight struck a mountain during an emergency descent due to explosive decompression. Crew's failure to follow approved emergency procedures.
19811116,1930,"Norilsk,Russia",Aeroflot,,Krasnoyarsk-Norilsk,TupolevTu-154b-2,Cccp-85480,81a-480,167,99,0,The plane acquired excessive vertical speed and descended below the glideslope while attempting to land. The aircraft impacted terrain in an open field and slid across frozen ground for about 300 m. The high descent rate could not be countered by applying maximum elevator trim. Malfunctioning elevator.
19811119,,"Biratnagar,Nepal",RoyalNepalAirlines,,Biratnagar-katmandou,PilatusPc-6/b2-h2Turbo-porter,9n-abj,746,10,10,0,Crashed after takeoff.
19811130,,"Castries,SaintLuciaIsland",GuyanaAirways,,Castries-miami,DouglasDc-6a,N3486f,43683/305,3,3,0,Engine failed during takeoff. The cargo plane crashed while returning to the field.
19811201,853,"Mt.SanPietro,NearAjaccio,Corsica,France",InexAdriaAviopromet,Jp1308,Ljubljana-Ajaccio,McdonnellDouglasMd-81,Yu-ana,48047/998,180,180,0,The aircraft crashed into a mountain during an approach to Camp dell Oro Airport in heavy fog. The crew was not properly prepared for the approach. The minimum altitude and maximum speed limits of the holding pattern were probably not retained. Imprecise language used by the crew and air traffic controller.
19811205,1908,"Honolulu,Hawaii",Private-ParajumpAirShow,,"Haliive,Hi-Honolulu,Hi",BeechC-45h,N8185h,Af-381,12,11,0,"Crashed into the water. Improperly loaded aircraft, weight and center of gravity."
19811216,,"KualaBelait,Brunei",BristowHelicopters,,,AerospatialePuma,9m-ssc,1481,12,12,0,Crashed into the sea.
19811218,1306,"NearCovenas,Colombia",AcesColombia,,Medellin-monteria-covenas,DeHavillandCanadaDhc-6TwinOtter300,Hk-2217,609,13,13,0,Struck high ground.
19820107,,"NearGelendzhik,Ussr",Aeroflot,,Novorossiysk-Sukhumi,Let410mTurbojet,Cccp-67290,781101,18,18,0,The aircraft crashed into high ground 22 km from the airport. Continued VFR flight into IFR condtions.
19820113,1601,"Washington,D.c.",AirFlorida,90,"WashingtonD.c.-FortLauderdale,Fl",BoeingB-737-222,N62af,19556/130,79,74,4,The aircraft crashed into the 14th St. bridge and the Potomac River and sank shortly after taking off from Washington National Airport. The aircraft reached a peak altitude of 300 ft. The flight crew's failure to use the engine anti-icing system during takeoff. Failure to de-ice the plane a second time before takeoff and taking off with snow/ice on the airfoil surfaces of the aircraft. Ice which accumulated on the engine pressure probes resulted in erroneously high Engine Pressure Ratio
19820114,,"NearAddisAbaba,Ethiopia",Military-EthiopianAirForce,,,AntonovAn-26,71383,,73,73,0,Shot down by rebel forces.
19820123,1936,"LoganAirport,Boston,Massachusetts",WorldAirways,30h,Newark-Boston,McdonnellDouglasDc-10-30cf,N113wa,47821/320,212,2,0,"While landing on an icy runway, the aircraft touched down 2,800 feet beyond the displaced threshold and slid off the end of the runway into shallow water with the nose section detaching. The minimal braking effectiveness on the ice-covered runway. The crew landed without sufficient information as to runway conditions. Lack of FAA regulations. The pilot's decision to retain autothrottle speed control throughout the flare and the consequent extended touchdown point on the runway contributed to the severity of the accident."
19820125,,"Constanta,Romania",Tarom,,Training,AntonovAn-24rv,Yr-bmd,57310202,7,7,0,A malfunction of the No. 1 engine feathering system caused the aircraft to lose control and crash.
19820203,730,"Djibouti,Djbouti",Military-FrenchAirForce,,Training,Nord2501Noratlas,140/88ja,140,35,35,0,Crashed into a mountain before a planned paratroop drop.
19820206,1500,"IslandOfCheju,SouthKorea",Military-RepublicOfSouthKoreaAirForce,,Seoul-Jeju,FairchildC-123,,,53,53,0,Crashed into Mt. Halla while on approach to land in poor weather. Possible microburst windshear.
19820207,,"NearSrinagar,India",Military-IndianAirForce,,Pathankot-srinagar,FairchildC-119g,,,23,23,0,Crashed in dirzzle and snow while en route.
19820209,,"Mt.Ipao,Philippines",TransAirServices,,Manila-Sicogon,DouglasDc-3,Rp-c141,19251,32,3,0,Struck Mt. Ipao on Panay Island.
19820209,847,"Tokyo,Japan",JapanAirLines,350,Fukuoka-Tokyo,McdonnellDouglasDc-8-61,Ja-8061,45889/291,174,24,0,"The aircraft flew into shallow water, 100 yards meters short of the runway, after a struggle between a mentally ill captain and the co-pilot and flight engineer. The plane hit approach-light stanchions extending above the bay waters after which the nose broke off. During the approach, the captain, known to have mental problems, put the inboard engines into reverse in an attempt to destroy the aircraft while the co-pilot and flight engineer battled to restrain him."
19820219,,"CerroElTablazo,Colombia",LacColumbia,,,DouglasDc-6bf,Hk-1706,44168/431,4,4,0,The cargo plane crashed into high ground while on apporach to land.
19820221,1533,"Providence,RhodeIsland",PilgrimAirlines,458,NewYorkCity-Bridgeport-NewHaven-Groton-Boston,DeHavillandDhc-6-100,N127pm,105,12,1,0,The aircraft made an emergency landing near a reservoir after a fire erupted in the cockpit while the aircraft was en-route under IFR conditions. The fire spread to the cabin and destroyed the aircraft after impact.  The deficient design of the isopropyl alcohol windshield washer/deicer system and the inadequate maintenance of the system which resulted in an in-flight fire. The ignition source was not determined.
19820311,1326,"Mehamn,Norway",Wideroe'sFlyveselksap,933,Berlevag-Mehamn,DeHavillandCanadaDhc-6TwinOtter300,Ln-bnk,568,15,15,0,"The aircraft crashed while on a flight from Berlevåg to Mehamn after the failure of the tail fin and rudder in moderate turbulence.  Overload due to a combination of clear air turbulence, mountain wave and the pilots spontaneous improper actions. There is some controversy surrounding this crash including the possiblity the aircraft was shot down by or collided with a British NATO Harrier jet fighter."
19820319,2110,"NearWoodstock,Illinois",Military-U.s.AirForce,,Sawyer-chicago,BoeingKc-135c,58-0031,17776,27,27,0,"Crashed 40 miles northwest of Chicago O'Hare Airport where it was to have landed. Exploded and dove in an almost vertical attitude from a height of 13,700 ft. into a wooded area, exploded and burned. Most probably overpressurization under the cargo floor and ignition of fuel vapor."
19820319,1030,"Leesburg,Florida",Private,,Nan,BeechcraftBonanzaF35,N567lt,D-4114,3,3,0,"Randy Rhoads, 25, lead guitarist for heavy metal star Ozzy Osbourne was killed when the plane in which he was a passenger crashed into a tour bus and a house. The pilot was attempting to buzz Osbourne's tour bus when after several attempts, the left wing struck the side of the bus puncturing it in two places approximately half way down the right side.  The plane was thrown over the bus, hit a pine tree, severing it approximately 10 feet up from the bottom, before it crashed into the garage of a  house. The plane was an estimated 10-11 feet off the ground traveling at approximately 120 - 150 knots during final impact. Several other members of the group were inside the bus but were not hurt. The pilot,  Andrew Aycock's medical certificate"
19820320,,"BrantiAirport,Indonesia",GarudaIndonesiaAirlines,,Bogota-saravena,FokkerF-28Fellowship1000,Pk-gvk,11078,27,27,0,"The plane overran the runway in heavy rain, crashed into a field and burned while attemping to land."
19820326,,"Queate,Colombia",AeropescaColombia,,Villavicencio-Bogota,VickersViscount745d,Hk-2382,212,21,21,0,Crashed into a mountain during poor weather conditions.
19820411,1735,"NearTanana,Alaska",AirTaxi-TundraCopters,,Banddanack-Fairbanks,Hughes369d,N11058,210901d,3,3,0,The helicopter crashed on a snow covered mountain slope in a steep left bank in overcast and snow showers. Continued VFR flight into IFR conditons.
19820413,1440,"NearErzurum,Turkey",Military-U.s.AirForce,,Erzurum-Incirlik,LockheedC-130h,74-1678,4645,27,27,0,Failure of the No.4 engine followed by separation of the engine and propeller of the No.3 engine.  Overpressurization of the right wing resulting in an explosion and in-flight fire. A Mayday was received from the aircraft before it fell and crashed into mountainous terrain and burst into flames. Attachment bolts to support the No. 4 engine had not been installed.
19820426,1645,"NearYangshuo,Guangxi,China",Caac,3303,Guangzhou-Guilin,HawkerSiddeleyTrident2e,B-266,2170,112,112,0,The aircraft struck a mountain in heavy rain during a landing attempt.
19820430,,GulfOfThailand,OkanaganHelicopters,,,SikorskyS-76,C-gimf,760038,13,13,0,The helicopter crashed under unknown circumstances.
19820509,,"OffAden,Yemen",Alyemda,,Mukalla-Aden,DeHavillandCanadaDhc-7-103,7o-ack,015,49,47,0,Crashed into the ocean during an approach 2 km short of the runway.
19820512,,"Judsonia,Arkansas",Military-U.s.AirForce,,Training,LockheedC-130eHercules,64-0543,4033,7,7,0,Lost a wing and crashed.
19820519,1915,SouthAtlanticOcean,Military-RoyalBritishNavy,,,WestlandSeaKingHc-4,Za-294,,30,21,0,"The helicopter, carrying troops from one ship to another during the Falkland Islands war, crashed into the Atlantic Ocean. Possible bird strike or component failure."
19820525,,"Brazilia,Brazil",Vasp,,SaoPaulo-Brasilia,BoeingB-737-200,Pp-smy,20907,118,2,0,The aircraft broke in two after a hard landing. The pilot's misuse of rain repellant caused an optical illusion.
19820528,,"OffNatumaIsland,Indonesia",PelitaAirService,,,Aerospatiale330gPuma,Pk-pdu,1258,10,10,0,The helicopter crashed into the sea.
19820601,1440,"NearSongnam-si,SouthKorea",Military-RepublicOfSouthKoreaAirForce,,Training,FairchildC-123,56-4391,,53,53,0,Crashed in poor weather conditions after taking off with paratroopers.
19820608,225,"NearPacatuba,Brazil",Vasp,168,RioDeJanerio-Fortaleza,BoeingB-727-212a,Pp-srk,21347/1282,137,137,0,"The aircraft crashed into a 2,500 ft. mountain"
19820612,,"Tabatinga,Brazil",Taba,,Eirunepe-Tabatinga,Fairchild-hillerFh-227b-lcd,Pt-lbv,536,44,44,0,The plane crashed into the tower during an approach in adverse weather conditions.
19820622,434,"Bombay,India",AirIndia,,KualaLumpur-Mumbai,BoeingB-707-437,Vt-djj,17723/100,111,17,0,"The crew initiated a go-around after a heavy landing and a subsequently bounced lifted off the runway but descended back onto the ground and broke up. Deliberate reduction of engine power by the pilot 12 seconds prior to first impact due to altitude unawareness resulting in a high rate of descent and very hard landing. The aircraft was named ""Gaurishankar."""
19820624,2044,"MountGalunggung,Indonesia",BritishAirways,009,KualaLampur-Perth,BoeingB-747,G-bdxh,21635/365,257,0,0,"The aircraft flew into a plume from a volcanic eruption at 37,000 feet during the night. All engines failed and the windshield lost transparency because of pitting. The first engine was restarted at 12,000 feet, followed by the other three and the plane landed safely at Jakarta. The aircraft was named ""City of Edinburgh."""
19820628,1049,"SouthernBelarus,Ussr",Aeroflot,8641,Leningrad-Kiev,YakovlevYak-42,Cccp-42529,8040104,132,132,0,"From an altitude of 30,000 ft., a malfunction occurred causing the aircraft to crash 125 miles from its destination. In-flight failure and jamming of stabilizer screw-jack mechanism due to wear."
19820703,,"Oganda,Gabon",AirAffairesGabon,,Booué-ndjolé-libreville,Cessna404Titan,Tr-lyq,404--425,12,12,0,
19820706,35,"NearMoscow,Russia",Aeroflot,411,Moscow-Dakar,IlyushinIl-62m,Cccp-86513,4037536,90,90,0,The aircraft crashed and burned in field shortly after takeoff. Failure of the aircraft's power plant fire warning system due to design deficiencies which resulted in false fire indications in both engines.
19820709,1609,"Kenner,Louisiana",PanAmericanWorldAirways,759,NewOrleans-LasVegas,BoeingB-727-235,N4737,19457/518,145,145,8,"The aircraft crashed during a thunderstorm, 29 seconds after taking off from New Orleans International Airport. The plane reached an altitude of 95 to 150 feet and then began to descend and crashed into trees and houses bursting into flames. Microbust induced windshear. Limited capability of current ground-based low-level windshear detection technology. The aircraft was named ""Clipper Defiance."""
19820711,,"Jolo,Philippines",PhilippineAirLines,480,Jolo-kotaKinabalu,HawkerSiddeleyHs-748-209Srs.2,Rp-c1014,1636,30,4,0,Takeoff was aborted at V1 when the crew heard unusual sounds from the No.1 engine. The aircraft overran the runway and came to rest against a wall and some vehicles. Misjudged speed and distance and delayed action in aborting the takeoff.
19820723,230,"Castaic,California",WesternHelicopter,,MovieSet,BellUh-1bHueyHelicopter,N87701,6414038,1,0,3,"During the filming of ""Twilight Zone, The Movie"", a helicopter crashed, killing actor Vic Morrow, 53, and two child actors. The helicopter was hovering low over a make believe Vietnamese village when an explosive charge from the special effects hit the tail rotor of the helicopter sending it crashing to the ground. One child, Rene Chen, 6, was crushed to death with the right skid. Vic Morrow and the other child, Myca Dinh Le, 7, were decapitated. Criminal charges against the production company were eventually dismissed in a much publicized trial. The civil trial ended in awards of 2 million dollars to the families of each of the children and $700,000  to the estate of Vic Morrow."
19820811,,PacificOcean,PanAmericanWorldAirways,Pa830,Tokyo-Honolulu,BoeingB-747-121,N754pa,19658/47,285,1,0,"A sixteen-year-old boy was killed when a bomb detonated under a seat cushion. The explosion caused minor damage and the plane landed safely at Honolulu. The bomb was placed onboard by Mohammed Rashed, a Jordanian terrorist with the May 15 Organization."
19820812,,"Mindat,Myanmar",BurmaAirways,,,DeHavillandCanadaDhc-6TwinOtter300,Xy-aeb,501,8,8,0,Hit high ground in poor weather.
19820814,900,"NearManagua,Nicaragua",Military-NicaraguanAirForce,,Managua-ElRodeo,Arava201,223,006,20,20,0,Rolled to the right and crashed from an altitude of 500 ft. shortly after becoming airborne.
19820814,1707,"Sukhumi,Georgia,Ussr",Aeroflot/Aeroflot,,Sukhumi-Kutaisi,Let410uvpTurbojet/TupolevTu-134v,67191/65836,781120/17113,11,11,0,Ground collision. Eleven killed on the LET and none on the Tupolev.
19820901,,"NearValladolid,Ecuador",AerolineasCondor,,Zumba-Loja,DeHavillandCanadaDhc-4aCaribou,Hc-bhz,249,44,44,0,Flew into a mountain in the Andes after the pilot became disoriented in a low ceiling.
19820904,,"RioBranco,Brazil",CiaBrasilieraDeTratores,,PortoVelho-RioBranco,GatesLearjet25b,Pt-jbq,25b-119,10,10,0,The plane ran out of fuel on the third approach in poor weather.
19820911,1250,"NearMannheim,WestGermany",Military-U.s.Army,,,BoeingVertolCh-47c,74-22292,,46,46,0,Crashed helicopter experiencing catastrophic mechanical failure and separation of one of the rotors. The aircraft was carrying French and German sky divers as part of Mannheim's 375 birthday celebration. Bearing failure in the forward transmission pack.
19820913,1200,"NearMalaga,Spain",Spantax,995,Malaga-NewYorkCity,McdonnellDouglasDc-10-30cf,Ec-deg,46962/238,394,50,0,The aircraft crashed during takeoff after intense vibration caused by a blown retreaded tire. The crew aborted the takeoff above VR and overran the runway. They also  failed to apply reverse thrust symmetrically.
19820929,1923,"Luxembourg,Luxembourg",Aeroflot,343,Moscou-luxembourg-laHavane-lima,IlyushinIl-62m,Cccp-86470,72503,77,7,0,"The aircraft swerved to the right after landing, sideswiped a water tower, crashed into a building and continued into a revine where it exploded and burned. Failure of the control mechanism on the No.1 engine reverser."
19821117,,OffTaiwan,FarEasternAirTransport,,,Bell212,B-2311,30575,15,15,0,The helicopter crashed into the sea.
19821129,,"Lubango,Angola",TaagAngolaAirlines,,,AntonovAn-26,D2-tab,4607,15,15,0,Flew into a mountain while descending for a landing.
19821129,,"Quetame,Colombia",AerolineasCentralesDeColombia,,SanJoseDelGuaviare-Bogotá,DeHavillandCanadaDhc-6TwinOtter310,Hk-2536,713,22,22,0,"Crashed into a mountain. Flying under VFR in IFR conditions, navigation error and lack of adequate training."
19821207,1907,"NearPueblo,Colorado",PioneerAirlines,,"SanteFe,Nm-Pueblo,Co",SwearingenSa.227acMetroIii,N30093,Ac-449,2,2,0,The cargo plane flew into a hill while descending to land. The pilot may have had a physical imparement.
19821209,1327,"LaSerena,Chile",AeronorChile,304,Santiago-LaSerena,FairchildF-27j,Cc-cje,0063,46,46,0,"While on approach, the aircraft suddenly banked to the left and went into a steep descent and crashed.  Inadequate flight procedures by the pilot in command after experiencing a loss of power in the left engine.  Inadequate flight planning by the pilot-in-command in coordinating the adoption of measures and applying procedures to successfully remedy a stall condition caused by total loss of power in the left engine when the aircraft was flying at low altitude on final approach to land."
19821209,1430,"NearSanAndresDeBocay,Nicaragua",Military-NicaraguanAirForce,,,MilMi-8,265,,88,84,0,The helicopter was shot down by Sandinistan rebels.
19821223,2044,"Rostov-on-don,Russia",Aeroflot,,Rostov-on-don-Krasnovodsk,AntonovAn-26,Cccp-26627,5208,16,16,0,"Inadequate and untimely actions of the crew in retracting  the flaps after takeoff, which resulted in severe loss of height and collision with obstacles. Overloaded,"
19821224,1710,"Guangzhou,China",Caac,,Changsha-canton,IlyushinIl-18b,B-202,189001401,69,25,0,A passenger's cigarette caused a fire in the cabin which led to an oxygen tank exploding.
19830109,,"Brainerd,Minnesota",46826/109,927,Minneapolis-stPaul-Brainerd,Convair580-11a,N844h,327a,33,1,0,"The plane landed 1,725 feet beyond the runway threshold, right wing down, veered to the right until the right propeller struck a 2 to 3 foot snow bank. The blade separated from the engine and penetrated the cabin. Proper alignment not attained by pilot in command. Terrain condition, snow bank. Lack of NOTAM. Improper snow removal."
19830111,250,"Detroit,Michigan",UnitedAirLines,2885,Detroit-LosAngeles,McdonnellDouglasDc-8-54f37,N8053u,46010/406,3,3,0,"After taking off the cargo plane rolled to the right with wings vertical to the ground until it crashed into a field. The flight crew's failure to follow procedural checklist requirements and to detect and correct a mistrimmed stabilizer before the aircraft became uncontrollable. Contributing to the accident was the captain allowing the second officer, who was not qualified to act as a pilot, to occupy the seat of the first officer and to conduct the take-off."
19830116,2230,"Ankara,Turkey",TurkishAirlines,,Paris-tripoli-istanbul-ankara,BoeingB-727-2f2,Tc-jbr,21603/1389,67,47,0,"The flight originated in Tripoli and stopped in Istanbul before beginning a 40-minute flight to Ankara's Esenboga Airport. The aircraft crashed short of the runway in fog, snow and poor visibility. Windshear."
19830213,,"Fayetteville,NorthCarolina",Military-U.s.AirForce,,,LockheedC-130hHercules,74-1693,4693,6,6,0,An overheated APU led to a fire and loss of control of the aircraft.
19830309,,"OffMacae,Brazil",AeroleoTaxiAereo,,,Bell212,Pt-hjn,30761,11,11,0,Crashed into the sea.
19830310,,"NearShachGoan,Afghanistan",BakhtarAfghanAirlines,,Uruzgan-kaboul,DeHavillandCanadaDhc-6TwinOtter300,Ya-gaz,395,19,19,0,"Pilot decided to climb and continue to fly VFR in deteriorating weather. The plane crashed in an area of rain, turbulence and thunderstorms. Continued VFR flight in poor weather and a physical impairment due to lack of oxygen when flying at high altitude."
19830311,700,BarquisimetoVenezuela,Avensa,,Caracas-Barquisimeto,McdonnellDouglasDc-9-32,Yv-67c,47025/106,50,23,0,"The aircraft landed past the runway threshold, experienced a hard landing in fog, slid off the runway and broke up. Improper in-flight decisions and inadequate supervision of the flight."
19830330,514,"Newark,NewJersey",CentralAirlines,,Chicago-Newark,Learjet25,N51ca,25-030,2,2,0,"While attempting to land, the cargo plane came in too steep and fast, bounced on landing, crashed and burned. Loss of control following ground contact due to anunstabilized approach. Impairment of the flightcrew's judgment, decision making and flying abilities by a combination of physioIogical and psychological factors."
19830407,1455,"Selawik,Alaska",MunzNorthernAirlines,601,Nome-Ambler,Britten-normanBn-2a-8Islander,N37mn,558,3,2,0,Lost control of the aircraft and crashed in a snow storm. Continued VFR flight in IFR conditions.
19830416,,"NearKhartoum,Sudan",AirLiberia,,Khartoum-monrovia,HawkerSiddeleyHs-748-329Srs.2a,El-aih,1755,9,8,9,The No.2 engine failed during climbout forcing a return to the airport. While on the  base leg the aircraft lost altitude and crashed. High Pressure fuel pump shaft broke due to pump seizure. The remaining engine could not produce enough power because the fuel datum trimmer wasn't reset in accordance with the flight manual.
19830419,1809,"Leninakan,Russia",Aeroflot,E-46,Nalchik-Leninakan,YakovlevYak-40,Cccp-87291,9320628,21,21,0,The crew deviated from course while descending to land. Navigational error. ATC procedural error in not identifying the planes position.
19830419,720,"NearToba,Japan",JapanAirSelf-defenceForce,,Training,KawasakiC-1/KawasakiC-1,58-1009/68-1015,8009/8015,14,14,0,"Both aircraft, flying in tandem, crashed into the side of a mountain. A third aircraft brushed trees and managed to remain airborne."
19830426,1737,"IwakuniAb,Japan",Military-JapanMaritimeSelfDefenseForce,Nkj801,Training,ShinMeiwaPs-1,5801,1001,14,11,0,Crashed near an ammo depot.
19830429,1510,"Guayaquil,Ecuador",SanEcuador,832,Guayaquil-Quito,SudAviationSe-210CaravelleVir,Hc-bat,125,100,8,0,One of the aircraft's engines failed shortly after takeoff and the plane landed heavily on muddy ground and broke in three.
19830430,1209,"Jacksonville,Florida",Military-UnitedStatesNavy,,"JacksonvilleNas-GuantanamoBay,Cuba",ConvairCv-340,141010,293,15,15,0,"Crashed into St. John's River just shy of the Jacksonville Naval Air Station's main runway. Shortly after takeoff, one of the engines burst into flames and the crew was trying to make it back to the air station."
19830505,915,"EnRouteMiami,Fl-Nassau,Bahamas",EasternAirLines,855,"Miami,Fl-Nassau,Bahamas",LockheedL-1011,N334ea,1141,172,0,0,"Procedural error by maintenance crew caused O-ring seal to be left off all three engines, causing all oil to leak out in flight. One engine shut down at first sign of trouble, followed by failure of other two engines. First engine restarted at an altitude of 3,000 feet and ran long enough to make a safe landing at Miami 9 minutes later."
19830505,1020,"NearBanTaKhli,Thailand",Military-RoyalThaiAirForce,,,FairchildC-123k,L4k-12/18,20227,30,30,0,The aircraft was preparing to land at Ban ta Khli Air Base when it was waved off because the runway was not clear. The plane plunged to earth 700 ft. past the runway. Engine failure was suspected.
19830506,,"Klyuchi,Russia",Military-SovietAirForce,,Petropavlovsk-kamchatsky-Klyuchi,AntonovAn-26,,,37,33,0,The flight tried to land at Klyuchi Air Base in below-minima weather conditions with heavy snowfall at night.
19830602,850,"TanjungKarang,Indonesia",GarudaIndonesiaAirlines,,BandarLampung-djakarta,FokkerF-28Fellowship3000rc,Pk-gfv,11132,61,3,0,The aircraft failed to gain altitude and overran the runway. Crew did not follow checklist procedures.
19830602,1920,"CincinnatiInternationalAirport,Covington/hebron,Kentucky",AirCanada,797,Dallas-fortWorth-Toronto,McdonnellDouglasDc-9-32,C-ftlu,47196/278,46,23,0,"The plane was on a flight from Houston to Toronto with an intermediate stop at Dallas - Fort Worth.  An in-flight fire in the rear lavatory, of unknown origin, forced the plane to make an emergency landing at Cincinnati International Airport. Fatalities occurred from smoke inhalation and a flash fire that erupted when exit doors were opened. Underestimation of the fire severity and conflicting fire progress reports to the captain delayed a quicker emergency landing. Canadian folk singer Stan Rogers, 33,  killed. He was going home after attending the Kerrville Folk Festival in Texas. He died in the fire while helping other passengers to safety."
19830606,1240,"OffQuemoy,Taiwan",Military-RepublicOfChinaAirForce,,Kinmen-taipei,FairchildC-199g,,,47,47,0,The domestic flight crashed into the Formosa Strait after the right engine caught fire shortly after taking off.
19830608,1355,"NearColdBay,Alaska",ReeveAleutianAirways,8,"ColdBay,Alaska-Seattle,Washington",LockheedL-188cElectra,N1968r,2007,15,0,0,"After experiencing a strong vibration, the number 4 prop separated and struck the aircraft causing a major gash in the bottom of the aircraft. This resulted in decompression of the cabin and jamming of the flight controls. Using the autopilot, which uses separate cables, the crew was able to maintain level flight, but not turn or adjust the throttles..  As the flight crew kept trying heavy control inputs, they worked the cables loose enough to regain some control. Diverting to Anchorage, they were barely able to descend by stopping a second engine.  On the second attempt they were able to get low enough to land safely. The cause of the prop separation was not determined since it fell into the ocean"
19830616,400,"Kauai,Hawaii",Military-U.s.Navy,,BrabersPoint-barbersPoint,LockheedP-3bOrion,152720,185-5160,14,14,0,Crashed into a mountain
19830621,,"Niela,Mali",AirMali,,,DeHavillandCanadaDhc-6TwinOtter300,Tz-ach,394,7,7,0,Crashed under unknown circumstances
19830628,1210,"LasVegas,Nevada",Military-U.s.AirForce,,Training,LockheedC-130hHercules,74-2068,4694,6,6,0,While flying at a low level during the aircraft stalled and crashed.
19830701,,"Labe,Guinea",Caak,,Pyongyang-Conakry,IlyushinIl-62m,B-889,21391,23,23,0,Crashed into Fouta Djall Mountain.
19830711,740,"NearCuenca,Azuay,Ecuador",Tame,,Quito-Cuenca,BoeingB-737-2v2,Hc-big,22607/775,119,119,0,"The jetliner scraped a mountian peak, exploded in flames and slid down a ravine coming to rest at the foot of a mountain. The plane was attempting to land in the Andean city of Cuenca. Under-qualification of pilot."
19830716,,"OffScillyIslands,Uk",BritishAirwaysHelicopters,,Penzance-ScillyIslands,SikorskyS-61n-ii,G-beon,61-770,26,20,0,Crashed into the English Channel.
19830723,1930,"Gimli,Manitoba,Canada",AirCanada,143,Montreal-Edmonton,BoeingB-767-233er,C-gaun,22520/47,69,0,0,"The aircraft took off from Montreal bound for Edmonton with less than half the fuel required to make the trip. A computer known as the ""Fuel Quantity Information System Processor""  was not working properly so the ground crew made manual calculations for the amount of needed fuel. However, they used pounds/liter for the specific gravity factor instead of kilograms/liter. This was first model of aircraft of Air Canada to use kilograms. The aircraft ran out of fuel at 41,000 feet. With only standby instruments"
19830817,1227,"GrandCanyon,Arizona",LasVegasAirlines,,"LasVegas,Nv-GrandCanyon,Az",PiperPa-31-350Chieftain,N88lv,31-7752118,10,10,0,Crashed into a cliff in the Grand Canyon on a sightseeing flight.
19830830,2317,"NearAlma-ata,Kazakastan,Ussr",Aeroflot,5463,Kazan-Chelyabinsk-Alma-ata,TupolevTu-134a,Cccp-65129,60630,90,90,0,Crashed an burned after striking mountain  while attempting to land. Procedural errors.
